S60.8	phlyctènes palmaires par frottement
S91.1	plaie ouverte d'un orteil avec complication
S91.1	plaie ouverte d'un orteil avec atteinte des tendons
S98.1	amputation traumatique d'un orteil sans complication
S98.2	amputation traumatique de plusieurs orteils sans complication
S98.1	amputation traumatique d'un orteil
S98.1	amputation traumatique d'un orteil avec complication
S98.2	amputation traumatique de plusieurs orteils avec complication
S98.4	amputation traumatique unilatérale du pied sans complication
S98.4	amputation traumatique du pied
S98.4	amputation traumatique unilatérale du pied avec complication
S88.9	amputation traumatique unilatérale de la jambe, niveau non précisé, sans complication
S88.9	amputation traumatique unilatérale de la jambe, niveau non précisé, avec complication
S88.1	amputation traumatique unilatérale de la jambe au-dessous du genou sans complication
S88.1	amputation traumatique unilatérale de la jambe au-dessous du genou avec complication
S88.0	amputation traumatique unilatérale de la jambe au niveau du genou ou au-dessus du genou sans complication
S88.0	amputation traumatique unilatérale de la jambe au niveau du genou ou au-dessus du genou avec complication
S88.9	amputation traumatique de la jambe
S07.0	écrasement de la face
S07.0	écrasement de la joue
S07.8	écrasement de l'oreille
S07.8	écrasement du cuir chevelu
S17.9	écrasement du cou
S17.8	écrasement de la gorge
S17.8	écrasement du pharynx
S17.0	écrasement du larynx
S38.1	écrasement des fesses
S38.0	écrasement des organes génitaux externes
S38.0	écrasement des organes génitaux externes féminins
S38.0	écrasement de la vulve
S38.0	écrasement des grandes et petites lèvres vulvaires
S38.0	écrasement des organes génitaux externes masculins
S38.0	écrasement du pénis
S38.0	écrasement du scrotum
S38.0	écrasement du testicule
S47	écrasement de la région de l'épaule
S47	écrasement de la région scapulaire
S47	écrasement de la région axillaire
S47	écrasement du bras
S57.8	écrasement de l'avant-bras
S57.0	écrasement du coude
S67.8	écrasement du poignet et de la main à l'exclusion des doigts
S67.8	écrasement de la main
S67.8	écrasement du poignet
S67.0	écrasement d'un doigt
S77.2	écrasement de la hanche et de la cuisse
S77.1	écrasement de la cuisse
S77.0	écrasement de la hanche
S87.8	écrasement de la jambe
S87.0	écrasement du genou
S97.8	écrasement de la cheville et du pied à l'exclusion des orteils
S97.8	écrasement du pied
S97.8	écrasement du talon
S97.0	écrasement de la cheville
S97.1	écrasement d'un orteil
S15.0	lésion traumatique d'une artère carotide
S15.0	lésion traumatique de l'artère carotide commune
S15.0	lésion traumatique de l'artère carotide externe
S15.0	lésion traumatique de l'artère carotide interne
S15.3	lésion traumatique de la veine jugulaire interne
S15.3	lésion traumatique de la veine jugulaire externe
S25.9	lésion traumatique des vaisseaux sanguins du thorax
S25.0	lésion traumatique de l'aorte thoracique
S25.1	lésion traumatique de l'artère innominée
S25.1	lésion traumatique de l'artère sous-clavière
S25.2	lésion traumatique de la veine cave supérieure
S25.3	lésion traumatique de la veine innominée
S25.3	lésion traumatique de la veine sous-clavière
S25.4	lésion traumatique des vaisseaux sanguins du poumon
S25.4	lésion traumatique de l'artère pulmonaire
S25.4	lésion traumatique d'une veine pulmonaire
S25.5	lésion traumatique d'une artère intercostale
S25.8	lésion traumatique de l'artère mammaire interne
S25.5	lésion traumatique d'une veine intercostale
S25.8	lésion traumatique d'une veine mammaire interne
S25.8	lésion traumatique de la veine azygos
S25.8	lésion traumatique de la veine hémiazygos
S25.7	lésions traumatiques de multiples vaisseaux sanguins du thorax
S35.9	lésion traumatique des vaisseaux sanguins de l'abdomen et du bassin
S35.7	lésion traumatique de multiples vaisseaux sanguins de l'abdomen et du bassin
S35.0	lésion traumatique de l'aorte abdominale
S35.1	lésion traumatique de la veine cave inférieure
S35.1	lésion traumatique de la veine hépatique
S35.2	lésion traumatique des artères coeliaque et mésentérique
S35.2	lésion traumatique de l'artère gastrique
S35.2	lésion traumatique de l'artère hépatique
S35.2	lésion traumatique de l'artère splénique
S35.2	lésion traumatique d'une branche précisée du tronc coeliaque
S35.2	lésion traumatique de l'artère mésentérique supérieure
S35.2	lésion traumatique des branches principales de l'artère mésentérique supérieure
S35.2	lésion traumatique de l'artère iléo-colique
S35.2	lésion traumatique de l'artère mésentérique inférieure
S35.3	lésion traumatique des veines porte et splénique
S35.3	lésion traumatique de la veine mésentérique supérieure et de ses branches principales
S35.3	lésion traumatique de la veine colique inférieure droite
S35.3	lésion traumatique de la veine mésentérique inférieure
S35.3	lésion traumatique de la veine porte
S35.3	lésion traumatique de la veine splénique
S35.3	lésion traumatique de la veine cystique
S35.3	lésion traumatique des veines gastriques
S35.4	lésion traumatique des vaisseaux sanguins du rein
S35.4	lésion traumatique de l'artère rénale
S35.4	lésion traumatique de la veine rénale
S35.4	lésion traumatique des artères surrénales
S35.5	lésion traumatique des vaisseaux sanguins iliaques
S35.5	lésion traumatique de l'artère hypogastrique
S35.5	lésion traumatique de la veine hypogastrique
S35.5	lésion traumatique de l'artère iliaque
S35.5	lésion traumatique de la veine iliaque
S35.5	lésion traumatique de l'artère utérine
S35.5	lésion traumatique de la veine utérine
S35.8	lésion traumatique de l'artère ovarienne
S35.8	lésion traumatique de la veine ovarienne
S45.9	lésion traumatique d'un vaisseau sanguin axillaire
S45.0	lésion traumatique de l'artère axillaire
S45.2	lésion traumatique de la veine axillaire
S45.9	lésion traumatique des vaisseaux sanguins brachiaux
S45.1	lésion traumatique de l'artère brachiale
S45.2	lésion traumatique de la veine brachiale
S55.1	lésion traumatique des vaisseaux sanguins radiaux
S55.1	lésion traumatique de l'artère radiale
S55.2	lésion traumatique de la veine radiale
S55.7	lésion traumatique des vaisseaux sanguins cubitaux
S55.0	lésion traumatique de l'artère cubitale
S55.2	lésion traumatique de la veine cubitale
S65.2	lésion traumatique de l'artère palmaire
S65.5	lésion traumatique des vaisseaux sanguins digitaux
S75.0	lésion traumatique de l'artère fémorale commune
S75.0	lésion traumatique de l'artère fémorale superficielle
S75.1	lésion traumatique de la veine fémorale
S75.2	lésion traumatique de la veine saphène
S85.9	lésion traumatique des vaisseaux sanguins poplités
S85.0	lésion traumatique de l'artère poplitée
S85.5	lésion traumatique de la veine poplitée
S85.7	lésion traumatique des vaisseaux sanguins tibiaux
S85.1	lésion traumatique de l'artère tibiale antérieure
S85.8	lésion traumatique de la veine tibiale antérieure
S85.1	lésion traumatique de l'artère tibiale postérieure
S85.8	lésion traumatique de la veine tibiale postérieure
S95.7	lésion traumatique des vaisseaux sanguins plantaires profonds
S04.9	lésion traumatique d'un nerf crânien
S04.0	lésion traumatique du nerf optique
S04.0	lésion traumatique du nerf crânien II
S04.0	lésion traumatique du chiasma optique
S04.0	lésion traumatique des voies optiques
S04.0	lésion traumatique du cortex visuel
S05.9	cécité traumatique
S04.1	lésion traumatique du nerf moteur oculaire
S04.1	lésion traumatique du nerf crânien III
S04.2	lésion traumatique du nerf pathétique
S04.2	lésion traumatique du nerf crânien IV
S04.3	lésion traumatique du nerf trijumeau
S04.3	lésion traumatique du nerf crânien V
S04.4	lésion traumatique du nerf moteur oculaire externe
S04.4	lésion traumatique du nerf crânien VI
S04.5	lésion traumatique du nerf facial
S04.5	lésion traumatique du nerf crânien VII
S04.7	lésion traumatique du nerf spinal
S04.7	lésion traumatique du nerf crânien XI
S04.8	lésion traumatique du nerf grand hypoglosse
S04.8	lésion traumatique du nerf crânien XII
S04.8	lésion traumatique du nerf glossopharyngien
S04.8	lésion traumatique du nerf crânien IX
S04.8	lésion traumatique du nerf pneumogastrique
S04.8	lésion traumatique du nerf crânien X
S04.8	lésion traumatique du nerf vague
S04.8	lésion traumatique du nerf olfactif
S04.8	lésion traumatique du nerf crânien I
S04.8	anosmie traumatique
S04.6	lésion traumatique du nerf acoustique
S04.6	lésion traumatique du nerf crânien VIII
S04.6	lésion traumatique du nerf auditif
S04.6	surdité traumatique
S04.6	surdité traumatique professionnelle
S04.6	surdité traumatique non professionnelle
S14.1	lésion traumatique de la moelle épinière cervicale sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec lésion non précisée de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec lésion complète de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec syndrome de l'artère spinale antérieure, sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec syringomyélie, sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec syndrome de l'artère spinale postérieure, sans lésion vertébrale
S14.1	lésion traumatique au niveau C1-C4, avec lésion précisée de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique incomplète de la moelle épinière au niveau C1-C4, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec lésion non précisée de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec lésion complète de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec syndrome de l'artère spinale antérieure, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec syringomyélie, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec syndrome de l'artère spinale postérieure, sans lésion vertébrale
S14.1	lésion traumatique au niveau C5-C7, avec autre lésion précisée de la moelle épinière, sans lésion vertébrale
S14.1	lésion traumatique incomplète de la moelle épinière au niveau C5-C7, sans lésion vertébrale
S24.1	lésion traumatique de la moelle épinière thoracique sans lésion vertébrale
S24.1	lésion traumatique de la moelle épinière dorsale sans lésion vertébrale
S24.1	lésion traumatique au niveau T1-T6, avec lésion non précisée de la moelle épinière, sans lésion vertébrale
S24.1	lésion traumatique au niveau T1-T6, avec lésion complète de la moelle épinière, sans lésion vertébrale
S24.1	lésion traumatique au niveau T1-T6, avec syndrome de l'artère spinale antérieure, sans lésion vertébrale
S24.1	lésion traumatique au niveau T1-T6, avec syringomyélie, sans lésion vertébrale
S24.1	lésion traumatique au niveau T1-T6, avec syndrome de l'artère spinale postérieure, sans lésion vertébrale
S24.1	lésion traumatique incomplète de la moelle épinière au niveau T1-T6, sans lésion vertébrale
S24.1	lésion traumatique au niveau T7-T12, avec lésion non précisée de la moelle épinière, sans lésion vertébrale
S24.1	lésion traumatique au niveau T7-T12, avec lésion complète de la moelle épinière, sans lésion vertébrale
S24.1	lésion traumatique au niveau T7-T12, avec syndrome de l'artère spinale antérieure, sans lésion vertébrale
S24.1	lésion traumatique au niveau T7-T12, avec syringomyélie, sans lésion vertébrale
S24.1	lésion traumatique au niveau T7-T12, avec syndrome de l'artère spinale postérieure, sans lésion vertébrale
S24.1	lésion traumatique incomplète de la moelle épinière au niveau T7-T12, sans lésion vertébrale
S34.1	lésion traumatique de la moelle épinière lombaire sans lésion vertébrale
S34.2	lésion traumatique de la moelle épinière sacrée
S34.3	lésion traumatique de la queue de cheval sans lésion vertébrale
S14.2	lésion traumatique des racines nerveuses du rachis cervical
S24.2	lésion traumatique des racines nerveuses du rachis dorsal
S34.2	lésion traumatique des racines nerveuses du rachis lombaire
S34.2	lésion traumatique des racines nerveuses du rachis sacré
S14.3	lésion traumatique du plexus brachial
S34.4	lésion traumatique du plexus lombo-sacré
S14.5	lésion traumatique des nerfs sympathiques cervicaux
S34.5	lésion traumatique d'un ganglion ou du plexus coeliaque
S34.5	lésion traumatique du plexus mésentérique inférieur
S34.5	lésion traumatique d'un nerf splanchnique
S24.4	lésion traumatique d'un ganglion stellaire
S44.9	lésion traumatique d'un nerf périphérique de la ceinture scapulaire et du bras
S54.9	lésion traumatique d'un nerf périphérique de l'avant-bras
S44.7	lésion traumatique de multiples nerfs de la ceinture scapulaire et du bras
S54.7	lésion traumatique de multiples nerfs de l'avant-bras
S44.3	lésion traumatique du nerf axillaire
S54.1	lésion traumatique du nerf médian
S54.0	lésion traumatique du nerf cubital
S54.2	lésion traumatique du nerf radial
S44.4	lésion traumatique d'un nerf musculo-cutané
S44.5	lésion traumatique d'un nerf cutané sensitif du bras
S54.3	lésion traumatique d'un nerf cutané sensitif de l'avant-bras
S64.4	lésion traumatique d'un nerf digital
S74.9	lésion traumatique d'un nerf périphérique de la ceinture pelvienne et de la cuisse
S84.9	lésion traumatique d'un nerf périphérique de la jambe
S74.7	lésion traumatique de nerfs multiples de la ceinture pelvienne et de la cuisse
S84.7	lésion traumatique de nerfs multiples de la jambe
S74.0	lésion traumatique du nerf sciatique
S74.1	lésion traumatique du nerf fémoral
S84.0	lésion traumatique du nerf sciatique poplité interne
S84.1	lésion traumatique du nerf sciatique poplité externe
S74.2	lésion traumatique d'un nerf cutané sensitif de la hanche et de la cuisse
S84.2	lésion traumatique d'un nerf cutané sensitif de la jambe
S74.8	lésion traumatique d'un nerf précisé de la ceinture pelvienne et de la cuisse
S84.8	lésion traumatique d'un nerf précisé de la jambe
S09.8	lésion traumatique de nerfs superficiels de la tête et du cou
S14.6	lésion traumatique de nerfs superficiels du cou
S00.5	lésion traumatique superficielle de la bouche
S00.5	abrasion de la muqueuse buccale
S00.5	abrasion du vestibule maxillaire
S00.5	abrasion du vestibule mandibulaire
S00.5	abrasion de l'attache gingivo-maxillaire
S00.5	abrasion de l'attache gingivo-mandibulaire
S00.5	abrasion du plancher de la bouche
S00.5	lésion traumatique superficielle du palais
S00.5	abrasion du palais dur
S00.5	abrasion du palais mou
S00.5	abrasion d'une amygdale
S10.1	abrasion de l'oropharynx
S00.5	abrasion de la langue
S05.8	lésion traumatique superficielle d'un oeil et ses annexes
S05.8	lésion traumatique superficielle d'un oeil
S00.2	lésion traumatique superficielle de la paupière et de la région périoculaire
S05.0	lésion traumatique superficielle de la cornée
S05.0	abrasion cornéenne
S05.0	égratignure de la cornée
S05.0	lacération superficielle de la cornée
S05.0	lésion traumatique superficielle de la conjonctive
S00.8	lésion traumatique superficielle de la face sans infection
S00.8	lésion traumatique superficielle de la face avec infection
S00.8	abrasion ou brûlure par frottement de la face sans infection
S00.8	abrasion ou brûlure par frottement de la face avec infection
S00.8	phlyctène de la face sans infection
S00.8	phlyctène de la face avec infection
S00.8	piqûre d'insecte non venimeux de la face sans infection
S00.8	piqûre d'insecte non venimeux de la face avec infection
S00.8	lésion due à un corps étranger superficiel de la face sans plaie ouverte importante ni infection
S00.8	lésion due à un corps étranger superficiel de la face sans plaie ouverte importante, avec infection
S00.8	lésion traumatique superficielle de la joue sans infection
S00.8	lésion traumatique superficielle de la joue avec infection
S00.8	abrasion ou brûlure par frottement de la joue sans infection
S00.8	abrasion ou brûlure par frottement de la joue avec infection
S00.8	phlyctène de la joue sans infection
S00.8	phlyctène de la joue avec infection
S00.8	piqûre d'insecte non venimeux de la joue sans infection
S00.8	piqûre d'insecte non venimeux de la joue avec infection
S00.8	lésion due à un corps étranger superficiel de la joue sans plaie ouverte importante ni infection
S00.8	lésion due à un corps étranger superficiel de la joue sans plaie ouverte importante, avec infection
S00.4	lésion traumatique superficielle de l'oreille sans infection
S00.4	lésion traumatique superficielle de l'oreille avec infection
S00.4	abrasion ou brûlure par frottement de l'oreille sans infection
S00.4	abrasion ou brûlure par frottement de l'oreille avec infection
S00.4	phlyctène de l'oreille sans infection
S00.4	phlyctène de l'oreille avec infection
S00.4	piqûre d'insecte non venimeux de l'oreille sans infection
S00.4	piqûre d'insecte non venimeux de l'oreille avec infection
S00.4	lésion due à un corps étranger superficiel de l'oreille sans plaie ouverte importante ni infection
S00.4	lésion due à un corps étranger superficiel de l'oreille sans plaie ouverte importante, avec infection
S00.5	lésion traumatique superficielle de la gencive sans infection
S00.5	lésion traumatique superficielle de la gencive avec infection
S00.5	abrasion ou brûlure par frottement de la gencive sans infection
S00.5	abrasion gingivale
S00.5	abrasion ou brûlure par frottement de la gencive avec infection
S00.5	abrasion gingivale avec infection
S00.5	phlyctène de la gencive sans infection
S00.5	phlyctène de la gencive avec infection
S00.5	piqûre d'insecte non venimeux de la gencive sans infection
S00.5	piqûre d'insecte non venimeux de la gencive avec infection
S00.5	lésion traumatique superficielle de la lèvre sans infection
S00.5	lésion traumatique superficielle de la lèvre avec infection
S00.5	abrasion ou brûlure par frottement de la lèvre sans infection
S00.5	abrasion ou brûlure par frottement de la lèvre avec infection
S00.5	phlyctène de la lèvre sans infection
S00.5	phlyctène de la lèvre avec infection
S00.5	piqûre d'insecte non venimeux de la lèvre sans infection
S00.5	piqûre d'insecte non venimeux de la lèvre avec infection
S00.5	lésion due à un corps étranger de la lèvre sans plaie ouverte importante ni infection
S00.5	lésion due à un corps étranger superficiel de la lèvre sans plaie ouverte importante, avec infection
S00.3	lésion traumatique superficielle du nez sans infection
S00.3	lésion traumatique superficielle du nez avec infection
S00.3	abrasion ou brûlure par frottement du nez sans infection
S00.3	abrasion ou brûlure par frottement du nez avec infection
S00.3	phlyctène du nez sans infection
S00.3	phlyctène du nez avec infection
S00.3	piqûre d'insecte non venimeux du nez sans infection
S00.3	piqûre d'insecte non venimeux du nez avec infection
S10.9	lésion traumatique superficielle du cou sans infection
S10.9	lésion traumatique superficielle du cou avec infection
S10.9	abrasion ou brûlure par frottement du cou sans infection
S10.9	abrasion ou brûlure par frottement du cou avec infection
S10.9	phlyctène du cou sans infection
S10.9	phlyctène du cou avec infection
S10.9	piqûre d'insecte non venimeux du cou sans infection
S10.9	piqûre d'insecte non venimeux du cou avec infection
S10.9	lésion due à un corps étranger superficiel du cou sans plaie ouverte importante ni infection
S10.9	lésion due à un corps étranger superficiel du cou sans plaie ouverte importante, avec infection
S00.0	lésion traumatique superficielle du cuir chevelu sans infection
S00.0	lésion traumatique superficielle du cuir chevelu avec infection
S00.0	abrasion ou brûlure par frottement du cuir chevelu sans infection
S00.0	abrasion ou brûlure par frottement du cuir chevelu avec infection
S00.0	phlyctène du cuir chevelu sans infection
S00.0	phlyctène du cuir chevelu avec infection
S00.0	piqûre d'insecte non venimeux du cuir chevelu sans infection
S00.0	piqûre d'insecte non venimeux du cuir chevelu avec infection
S00.0	lésion due à un corps étranger superficiel du cuir chevelu sans plaie ouverte importante ni infection
S00.0	lésion due à un corps étranger superficiel du cuir chevelu sans plaie ouverte importante, avec infection
S00.8	abrasion du front
S00.2	abrasion de la région périorbitaire de la face
S00.8	abrasion de la région malaire de la face
S00.8	abrasion de la région zygomatique de la face
S00.5	abrasion de la région péribuccale de la face
S00.5	abrasion de la région périorale de la face
S00.8	abrasion du menton
S00.8	abrasion de la région préauriculaire de la face
S30.8	lésion traumatique superficielle de la paroi abdominale sans infection
S30.8	lésion traumatique superficielle de la paroi abdominale avec infection
S30.8	abrasion ou brûlure par frottement de la paroi abdominale sans infection
S30.8	abrasion ou brûlure par frottement de la paroi abdominale avec infection
S30.8	phlyctène de la paroi abdominale sans infection
S30.8	phlyctène de la paroi abdominale avec infection
S30.8	piqûre d'insecte non venimeux de la paroi abdominale sans infection
S30.8	piqûre d'insecte non venimeux de la paroi abdominale avec infection
S30.8	lésion due à un corps étranger superficiel de la paroi abdominale sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel de la paroi abdominale sans plaie ouverte importante, avec infection
S20.4	lésion traumatique superficielle du dos sans infection
S20.4	lésion traumatique superficielle du dos avec infection
S20.4	abrasion ou brûlure par frottement du dos sans infection
S20.4	abrasion ou brûlure par frottement du dos avec infection
S20.4	phlyctène du dos sans infection
S20.4	phlyctène du dos avec infection
S20.4	piqûre d'insecte non venimeux du dos sans infection
S20.4	piqûre d'insecte non venimeux du dos avec infection
S20.4	lésion due à un corps étranger superficiel du dos sans plaie ouverte importante ni infection
S20.4	lésion due à un corps étranger superficiel du dos sans plaie ouverte importante, avec infection
S20.1	lésion traumatique superficielle du sein sans infection
S20.1	lésion traumatique superficielle du sein avec infection
S20.1	abrasion du brûlure par frottement du sein sans infection
S20.1	abrasion ou brûlure par frottement du sein avec infection
S20.1	phlyctène du sein sans infection
S20.1	phlyctène du sein avec infection
S20.1	piqûre d'insecte non venimeux du sein sans infection
S20.1	piqûre d'insecte non venimeux du sein avec infection
S20.1	lésion due à un corps étranger superficiel du sein sans plaie ouverte importante ni infection
S20.1	lésion due à un corps étranger superficiel du sein sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle de la fesse sans infection
S30.8	lésion traumatique superficielle de la fesse avec infection
S30.8	abrasion ou brûlure par frottement de la fesse sans infection
S30.8	abrasion ou brûlure par frottement de la fesse avec infection
S30.8	phlyctène de la fesse sans infection
S30.8	phlyctène de la fesse avec infection
S30.8	piqûre d'insecte non venimeux de la fesse sans infection
S30.8	piqûre d'insecte non venimeux de la fesse avec infection
S30.8	lésion due à un corps étranger superficiel de la fesse sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel de la fesse sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle de l'anus sans infection
S30.8	lésion traumatique superficielle de l'anus avec infection
S30.8	abrasion ou brûlure par frottement de l'anus sans infection
S30.8	abrasion ou brûlure par frottement de l'anus avec infection
S30.8	phlyctène de l'anus sans infection
S30.8	phlyctène de l'anus avec infection
S30.8	piqûre d'insecte non venimeux de l'anus sans infection
S30.8	piqûre d'insecte non venimeux de l'anus avec infection
S20.8	lésion traumatique superficielle de la paroi thoracique sans infection
S20.8	lésion traumatique superficielle de la paroi thoracique avec infection
S20.8	abrasion ou brûlure par frottement de la paroi thoracique sans infection
S20.8	abrasion ou brûlure par frottement de la paroi thoracique avec infection
S20.8	phlyctène de la paroi thoracique sans infection
S20.8	phlyctène de la paroi thoracique avec infection
S20.8	piqûre d'insecte non venimeux de la paroi thoracique sans infection
S20.8	piqûre d'insecte non venimeux de la paroi thoracique avec infection
S20.8	lésion due à un corps étranger superficiel de la paroi thoracique sans plaie ouverte importante ni infection
S20.8	lésion due à un corps étranger superficiel de la paroi thoracique sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle du flanc sans infection
S30.8	lésion traumatique superficielle du flanc avec infection
S30.8	abrasion ou brûlure par frottement du flanc sans infection
S30.8	abrasion ou brûlure par frottement du flanc avec infection
S30.8	phlyctène du flanc sans infection
S30.8	phlyctène du flanc avec infection
S30.8	piqûre d'insecte non venimeux du flanc sans infection
S30.8	piqûre d'insecte non venimeux du flanc avec infection
S30.8	lésion due à un corps étranger superficiel du flanc sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel du flanc sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle de l'aine sans infection
S30.8	lésion traumatique superficielle de l'aine avec infection
S30.8	abrasion ou brûlure par frottement de l'aine sans infection
S30.8	abrasion ou brûlure par frottement de l'aine avec infection
S30.8	phlyctène de l'aine sans infection
S30.8	phlyctène de l'aine avec infection
S30.8	piqûre d'insecte non venimeux de l'aine sans infection
S30.8	piqûre d'insecte non venimeux de l'aine avec infection
S30.8	lésion due à un corps étranger superficiel de l'aine sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel de l'aine sans plaie ouverte importante, avec infection
S20.4	lésion traumatique superficielle de la région interscapulaire sans infection
S20.4	lésion traumatique superficielle de la région interscapulaire avec infection
S20.4	abrasion ou brûlure par frottement de la région interscapulaire sans infection
S20.4	abrasion ou brûlure par frottement de la région interscapulaire avec infection
S20.4	phlyctène de la région interscapulaire sans infection
S20.4	phlyctène de la région interscapulaire avec infection
S20.4	piqûre d'insecte non venimeux de la région interscapulaire sans infection
S20.4	piqûre d'insecte non venimeux de la région interscapulaire avec infection
S20.4	lésion due à un corps étranger superficiel de la région interscapulaire sans plaie ouverte importante ni infection
S20.4	lésion due à un corps étranger superficiel de la région interscapulaire sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle du pénis sans infection
S30.8	lésion traumatique superficielle du pénis avec infection
S30.8	abrasion ou brûlure par frottement du pénis sans infection
S30.8	abrasion ou brûlure par frottement du pénis avec infection
S30.8	phlyctène du pénis sans infection
S30.8	phlyctène du pénis avec infection
S30.8	piqûre d'insecte non venimeux du pénis sans infection
S30.8	piqûre d'insecte non venimeux du pénis avec infection
S30.8	lésion due à un corps étranger superficiel du pénis sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel du pénis sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle du scrotum sans infection
S30.8	lésion traumatique superficielle du scrotum avec infection
S30.8	abrasion ou brûlure par frottement du scrotum sans infection
S30.8	abrasion ou brûlure par frottement du scrotum avec infection
S30.8	phlyctène du scrotum sans infection
S30.8	phlyctène du scrotum avec infection
S30.8	piqûre d'insecte non venimeux du scrotum sans infection
S30.8	piqûre d'insecte non venimeux du scrotum avec infection
S30.8	lésion due à un corps étranger superficiel du scrotum sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel du scrotum sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle du testicule sans infection
S30.8	lésion traumatique superficielle du testicule avec infection
S30.8	abrasion ou brûlure par frottement du testicule sans infection
S30.8	abrasion ou brûlure par frottement du testicule avec infection
S30.8	phlyctène du testicule sans infection
S30.8	phlyctène du testicule avec infection
S30.8	piqûre d'insecte non venimeux du testicule sans infection
S30.8	piqûre d'insecte non venimeux du testicule avec infection
S30.8	lésion due à un corps étranger superficiel du testicule sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel du testicule sans plaie ouverte importante, avec infection
S30.8	lésion traumatique superficielle de la vulve sans infection
S30.8	lésion traumatique superficielle de la vulve avec infection
S30.8	abrasion ou brûlure par frottement de la vulve sans infection
S30.8	abrasion ou brûlure par frottement de la vulve avec infection
S30.8	phlyctène de la vulve sans infection
S30.8	phlyctène de la vulve avec infection
S30.8	piqûre d'insecte non venimeux de la vulve sans infection
S30.8	piqûre d'insecte non venimeux de la vulve avec infection
S30.8	lésion traumatique superficielle du vagin sans infection
S30.8	lésion traumatique superficielle du vagin avec infection
S30.8	abrasion ou brûlure par frottement du vagin sans infection
S30.8	abrasion ou brûlure par frottement du vagin avec infection
S30.8	phlyctène du vagin sans infection
S30.8	phlyctène du vagin avec infection
S30.8	piqûre d'insecte non venimeux du vagin sans infection
S30.8	piqûre d'insecte non venimeux du vagin avec infection
S30.8	lésion traumatique superficielle du périnée sans infection
S30.8	lésion traumatique superficielle du périnée avec infection
S30.8	abrasion ou brûlure par frottement du périnée sans infection
S30.8	abrasion ou brûlure par frottement du périnée avec infection
S30.8	phlyctène du périnée sans infection
S30.8	phlyctène du périnée avec infection
S30.8	piqûre d'insecte non venimeux du périnée sans infection
S30.8	piqûre d'insecte non venimeux du périnée avec infection
S30.8	lésion due à un corps étranger superficiel du périnée sans plaie ouverte importante ni infection
S30.8	lésion due à un corps étranger superficiel du périnée sans plaie ouverte importante, avec infection
S40.9	lésion traumatique superficielle de l'épaule sans infection
S40.9	lésion traumatique superficielle de l'épaule avec infection
S40.8	abrasion ou brûlure par frottement de l'épaule sans infection
S40.8	abrasion ou brûlure par frottement de l'épaule avec infection
S40.8	phlyctène de l'épaule sans infection
S40.8	phlyctène de l'épaule avec infection
S40.8	piqûre d'insecte non venimeux de l'épaule sans infection
S40.8	piqûre d'insecte non venimeux de l'épaule avec infection
S40.8	lésion due à un corps étranger superficiel de l'épaule sans plaie ouverte importante ni infection
S40.8	lésion due à un corps étranger superficiel de l'épaule sans plaie ouverte importante, avec infection
S40.9	lésion traumatique superficielle de l'aisselle sans infection
S40.9	lésion traumatique superficielle de l'aisselle avec infection
S40.8	abrasion ou brûlure par frottement de l'aisselle sans infection
S40.8	abrasion ou brûlure par frottement de l'aisselle avec infection
S40.8	phlyctène de l'aisselle sans infection
S40.8	phlyctène de l'aisselle avec infection
S40.8	piqûre d'insecte non venimeux de l'aisselle sans infection
S40.8	piqûre d'insecte non venimeux de l'aisselle avec infection
S40.8	lésion due à un corps étranger superficiel de l'aisselle sans plaie ouverte importante ni infection
S40.8	lésion due à un corps étranger superficiel de l'aisselle sans plaie ouverte importante, avec infection
S40.9	lésion traumatique superficielle de la région scapulaire sans infection
S40.9	lésion traumatique superficielle de la région scapulaire avec infection
S40.8	abrasion ou brûlure par frottement de la région scapulaire sans infection
