S58.922D	amputation traumatique partielle de l'avant-bras gauche, niveau non spécifié, contact subséquent
S59.219D	fracture épiphysaire de Salter-Harris type I de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation normale
S59.219G	fracture épiphysaire de Salter-Harris type I de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation retardée
S59.219K	fracture épiphysaire de Salter-Harris type I de l'extrémité distale du radius, côté non spécifié, contact subséquent pour pseudarthrose
S59.219P	fracture épiphysaire de Salter-Harris type I de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une fracture avec cal vicieux
S59.219S	fracture épiphysaire de Salter-Harris type I de l'extrémité distale du radius, côté non spécifié, séquelle
S59.221A	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, contact initial pour une fracture fermée
S59.221D	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, contact subséquent pour une consolidation normale
S59.221G	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, contact subséquent pour une consolidation retardée
S59.221K	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, contact subséquent pour pseudarthrose
S59.221P	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, contact subséquent pour une fracture avec cal vicieux
S59.221S	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius droit, séquelle
S59.222A	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, contact initial pour une fracture fermée
S59.222D	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, contact subséquent pour une consolidation normale
S59.222G	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, contact subséquent pour une consolidation retardée
S59.222K	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, contact subséquent pour pseudarthrose
S59.222P	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, contact subséquent pour une fracture avec cal vicieux
S59.222S	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius gauche, séquelle
S59.229A	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, contact initial pour une fracture fermée
S59.229D	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation normale
S59.229G	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation retardée
S59.229K	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, contact subséquent pour pseudarthrose
S59.229P	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une fracture avec cal vicieux
S59.229S	fracture épiphysaire de Salter-Harris type II de l'extrémité distale du radius, côté non spécifié, séquelle
S59.231A	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, contact initial pour une fracture fermée
S59.231D	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, contact subséquent pour une consolidation normale
S59.231G	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, contact subséquent pour une consolidation retardée
S59.231K	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, contact subséquent pour pseudarthrose
S59.231P	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, contact subséquent pour une fracture avec cal vicieux
S59.231S	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius droit, séquelle
S59.232A	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, contact initial pour une fracture fermée
S59.232D	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, contact subséquent pour une consolidation normale
S59.232G	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, contact subséquent pour une consolidation retardée
S59.232K	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, contact subséquent pour pseudarthrose
S59.232P	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, contact subséquent pour une fracture avec cal vicieux
S59.232S	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius gauche, séquelle
S59.239A	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, contact initial pour une fracture fermée
S59.239D	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation normale
S59.239G	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation retardée
S59.239K	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, contact subséquent pour pseudarthrose
S59.239P	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une fracture avec cal vicieux
S59.239S	fracture épiphysaire de Salter-Harris type III de l'extrémité distale du radius, côté non spécifié, séquelle
S59.241A	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, contact initial pour une fracture fermée
S59.241D	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, contact subséquent pour une consolidation normale
S59.241G	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, contact subséquent pour une consolidation retardée
S59.241K	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, contact subséquent pour pseudarthrose
S59.241P	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, contact subséquent pour une fracture avec cal vicieux
S59.241S	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius droit, séquelle
S59.242A	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, contact initial pour une fracture fermée
S59.242D	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, contact subséquent pour une consolidation normale
S59.242G	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, contact subséquent pour une consolidation retardée
S59.242K	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, contact subséquent pour pseudarthrose
S59.242P	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, contact subséquent pour une fracture avec cal vicieux
S59.242S	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius gauche, séquelle
S59.249A	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, contact initial pour une fracture fermée
S59.249D	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation normale
S59.249G	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une consolidation retardée
S59.249K	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, contact subséquent pour pseudarthrose
S59.249P	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, contact subséquent pour une fracture avec cal vicieux
S59.249S	fracture épiphysaire de Salter-Harris type IV de l'extrémité distale du radius, côté non spécifié, séquelle
S59.291A	autre fracture épiphysaire de l'extrémité distale du radius droit, contact initial pour une fracture fermée
S59.291D	autre fracture épiphysaire de l'extrémité distale du radius droit, contact subséquent pour une consolidation normale
S59.291G	autre fracture épiphysaire de l'extrémité distale du radius droit, contact subséquent pour une consolidation retardée
S59.291K	autre fracture épiphysaire de l'extrémité distale du radius droit, contact subséquent pour pseudarthrose
S59.291P	autre fracture épiphysaire de l'extrémité distale du radius droit, contact subséquent pour une fracture avec cal vicieux
S59.291S	autre fracture épiphysaire de l'extrémité distale du radius droit, séquelle
S59.292A	autre fracture épiphysaire de l'extrémité distale du radius gauche, contact initial pour une fracture fermée
S59.292D	autre fracture épiphysaire de l'extrémité distale du radius gauche, contact subséquent pour une consolidation normale
S59.292G	autre fracture épiphysaire de l'extrémité distale du radius gauche, contact subséquent pour une consolidation retardée
